"id","bu_id","salesperson_id","metric","count","logged_at","note","fields_data"
"585b9e94-f76b-447e-9380-80a9ea472812","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","propuesta a analizar (need analysis)","1","2026-04-23T07:50:31.050437+00:00","null","null"
"b0586fb4-5a20-4136-ae57-e068b0a168d8","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","contacto válido","1","2026-04-23T07:55:07.594379+00:00","null","null"
"2be9b209-3f35-480f-9ed2-03474d1c43c5","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","oportunidad creada (next posicionado)","1","2026-04-23T07:55:09.370859+00:00","null","null"
"c394e79a-d16b-41f3-ba6f-dbc412d4ff53","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","3910fb76-e7fa-4aa5-861d-abbace0eb0cc","calls","1","2026-04-17T12:21:47.770699+00:00","null","null"
"a58cbcb4-60e0-4c8b-bb1d-db206f4aa75a","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","3910fb76-e7fa-4aa5-861d-abbace0eb0cc","calls","1","2026-04-17T12:58:41.491983+00:00","null","null"
"66cddd85-0dd4-490a-ac8e-4f9d5969cc71","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","7976e53f-4d77-4dc7-bdba-d5b2ced03f9e","calls","1","2026-04-17T13:57:00.90713+00:00","null","null"
"38ceb5ed-8d37-4315-af51-76f501c3db98","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","propuesta a analizar (need analysis)","1","2026-04-23T07:55:11.288559+00:00","null","null"
"52a7769f-cc42-4ba6-92e6-577a7b046b22","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","contacto válido","1","2026-04-23T07:56:57.897397+00:00","null","null"
"00f70d87-ee35-4f46-9811-3bdd87e1b5ed","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","oportunidad creada (next posicionado)","1","2026-04-23T07:56:59.862124+00:00","null","null"
"f9e45cca-1c6b-4cc2-8db7-ba5c1ccbb0ac","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","c39e3928-8ae8-468f-9c35-f56c2717b405","calls","1","2026-04-21T14:46:21.035452+00:00","null","null"
"9f8f2b56-8f83-4435-9108-2aac2c18a41e","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","7976e53f-4d77-4dc7-bdba-d5b2ced03f9e","offers","1","2026-04-21T14:46:35.680763+00:00","null","null"
"d737268a-b90c-449e-ba47-4c1d1a5a67c1","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","propuesta a analizar (need analysis)","1","2026-04-23T07:57:02.116282+00:00","null","null"
"dac463bc-ff6f-431b-9f87-bcb75a1f8e1f","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","contacto válido","1","2026-04-23T07:57:07.155008+00:00","null","null"
"90bbd816-afaf-4d56-8d60-39ab672cfa86","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","contacto válido","1","2026-04-23T07:59:52.009451+00:00","null","null"
"4bef1495-3f37-4bc7-a2cf-0581c0e082a9","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","contacto válido","1","2026-04-23T08:03:42.240097+00:00","null","null"
"5c223a84-c29a-403c-8e4c-ecf415ed2c2c","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","contacto válido","1","2026-04-23T08:05:56.84851+00:00","null","null"
"e1963974-bd4c-468a-a408-a5ab06aebdc1","e6c93224-dba7-45e9-842d-56db24d54e59","504c5ab3-b382-4862-a4a6-416e18f4be37","contacto válido","1","2026-04-23T08:06:10.5252+00:00","null","null"
"8ed836d5-c04f-42e9-b5e8-2f3fb9a2b83f","e6c93224-dba7-45e9-842d-56db24d54e59","504c5ab3-b382-4862-a4a6-416e18f4be37","oportunidad creada (next posicionado)","1","2026-04-23T08:06:12.285931+00:00","null","null"
"2e5b9984-fe96-4760-a4a1-94027f690466","e6c93224-dba7-45e9-842d-56db24d54e59","504c5ab3-b382-4862-a4a6-416e18f4be37","propuesta a analizar (need analysis)","1","2026-04-23T08:06:15.111429+00:00","null","null"
"9f1275c2-d452-4bec-a4ab-75ceef812c4e","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","contacto válido","1","2026-04-23T08:08:59.959285+00:00","null","null"
"350815a5-ff58-4819-b7d6-d2a2fbb13a53","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","oportunidad creada (next posicionado)","1","2026-04-23T08:09:01.16407+00:00","null","null"
"92fe1772-c1c4-490a-a251-1d2a2f2664ce","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","propuesta a analizar (need analysis)","1","2026-04-23T08:09:03.023384+00:00","null","null"
"da1df8a4-9c42-4399-869d-5895d6777aef","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","oportunidad creada (next posicionado)","1","2026-04-23T08:10:09.726956+00:00","null","null"
"579e3c74-bfa5-4457-a3ac-86f56c5ca5c9","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","c39e3928-8ae8-468f-9c35-f56c2717b405","calls","1","2026-04-22T13:24:49.773838+00:00","null","null"
"251e190e-7f7a-4b2a-af82-bb336b3b1416","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","propuesta a analizar (need analysis)","1","2026-04-23T08:10:10.869723+00:00","null","null"
"223bcb32-568c-43e3-95b7-27b6a882040e","e6c93224-dba7-45e9-842d-56db24d54e59","534082b6-6647-4948-b339-130eabfa3177","propuesta a analizar (need analysis)","1","2026-04-23T08:11:24.514787+00:00","null","null"
"e6dddbac-022e-4dc6-90fa-fef4fb560f7d","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","contacto válido","1","2026-04-23T08:11:30.127515+00:00","null","null"
"72e9c822-7bfb-4e98-8d13-0682b670e11e","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","oportunidad creada (next posicionado)","1","2026-04-23T08:11:34.046669+00:00","null","null"
"1b472675-f9fb-4163-9d02-14ff275b7db6","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","propuesta a analizar (need analysis)","1","2026-04-23T08:11:36.1407+00:00","null","null"
"2fd2cef9-9f55-4910-a634-ebed52d6bfd7","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","contacto válido","1","2026-04-23T08:14:19.156528+00:00","null","null"
"a2bdcb66-28c4-4458-bc70-25e890461e69","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","oportunidad creada (next posicionado)","1","2026-04-23T08:14:21.212952+00:00","null","null"
"c21fe2f1-b2ab-4c47-be86-8d3d7db0f54e","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","propuesta a analizar (need analysis)","1","2026-04-23T08:14:22.83372+00:00","null","null"
"f146fe09-942e-40df-9959-653de525508b","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","contacto válido","1","2026-04-23T08:16:04.781908+00:00","null","null"
"6bf2dca5-c336-4c6e-9858-ad9e31a9edbe","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","contacto válido","1","2026-04-23T08:16:06.527174+00:00","null","null"
"034fd528-0197-423d-93a0-e04e72fce47e","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","oportunidad creada (next posicionado)","1","2026-04-23T08:16:06.830859+00:00","null","null"
"57170316-ef03-4636-8292-d4bbc2d6fb50","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","propuesta a analizar (need analysis)","1","2026-04-23T08:16:09.146733+00:00","null","null"
"69e615f3-f289-43bf-94bb-f88de2ab54b6","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","contacto válido","1","2026-04-23T08:17:24.890344+00:00","null","null"
"f1c6510e-8040-41cd-b613-ba098dbea9bc","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","oportunidad creada (next posicionado)","1","2026-04-23T08:17:26.027903+00:00","null","null"
"8c88f32c-39a4-4a5b-ac48-bd7fbd928b85","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","propuesta a analizar (need analysis)","1","2026-04-23T08:17:28.349531+00:00","null","null"
"33a86589-061a-4fd0-b555-dd78f8922dde","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","contacto válido","1","2026-04-23T08:18:39.854669+00:00","null","null"
"9012b28f-efa7-4f4a-9695-e439e210b5de","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","contacto válido","1","2026-04-23T08:19:43.359288+00:00","null","null"
"946ba5c5-fb29-443a-b54e-803e02a19828","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","oportunidad creada (next posicionado)","1","2026-04-23T08:19:48.09527+00:00","null","null"
"0cef45ec-4dfa-44f7-95ec-01b97d7f901c","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","propuesta a analizar (need analysis)","1","2026-04-23T08:20:01.810133+00:00","null","null"
"7f7da0f1-5f82-4339-9daa-00619e74c3fa","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","oportunidad creada (next posicionado)","1","2026-04-23T08:23:22.133315+00:00","null","null"
"c16b8e02-2704-487d-b2d8-c63d3a7e4174","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","contacto válido","1","2026-04-23T08:21:36.602438+00:00","null","null"
"3d4621f9-8cd1-4645-970b-f7cfa21dfe83","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","oportunidad creada (next posicionado)","1","2026-04-23T08:21:38.466037+00:00","null","null"
"ce619b8b-90af-4bce-bcb7-e2160cffca86","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","contacto válido","1","2026-04-23T08:22:33.222332+00:00","null","null"
"f466e14c-df96-44d6-8dc6-9ef350c20b21","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","contacto válido","1","2026-04-23T08:23:21.584755+00:00","null","null"
"78119b5f-8161-4df0-aa06-1815dba7ec74","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","propuesta a analizar (need analysis)","1","2026-04-23T08:23:23.01451+00:00","null","null"
"364961a6-5006-47c5-ad8e-bbcc2365b87b","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","contacto válido","1","2026-04-23T08:24:14.807037+00:00","null","null"
"1874bc3a-149a-4709-a57a-61ccdfc018a5","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","propuesta a analizar (need analysis)","1","2026-04-23T08:21:43.267688+00:00","null","null"
"1325d803-499e-4636-be40-2c31b23ffb68","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","oportunidad creada (next posicionado)","1","2026-04-23T08:24:16.133848+00:00","null","null"
"384d1f8a-02b7-483f-a7cb-02bd5f9df67a","e6c93224-dba7-45e9-842d-56db24d54e59","59bf968a-db5b-4fb8-bf3e-5c2d2b2b7ee2","propuesta a analizar (need analysis)","1","2026-04-23T08:24:17.332286+00:00","null","null"
"6fabedb7-2cdc-4dfb-950a-cd1983550412","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","3910fb76-e7fa-4aa5-861d-abbace0eb0cc","follow-up meetings","1","2026-04-23T08:32:56.089524+00:00","null","null"
"267974b1-2ef3-4030-8a5f-8c8e68f7ec37","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","3910fb76-e7fa-4aa5-861d-abbace0eb0cc","follow-up meetings","1","2026-04-23T08:32:56.644051+00:00","null","null"
"54fe7b17-0aac-4b1a-a138-e270c9898f61","ea8199cf-356a-4c15-9c01-c7d279f4f6b5","3910fb76-e7fa-4aa5-861d-abbace0eb0cc","follow-up meetings","1","2026-04-23T08:32:57.281203+00:00","null","null"
"e0ba4623-9300-45f1-a1b6-693396f0431a","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","contacto válido","1","2026-04-23T08:35:37.472451+00:00","null","null"
"db76be16-f96a-4f89-b3db-c598d0a4a2cc","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","oportunidad creada (next posicionado)","1","2026-04-23T08:35:38.529134+00:00","null","null"
"299b997c-136c-4781-ab0a-ee427231ad72","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","propuesta a analizar (need analysis)","1","2026-04-23T08:35:39.907082+00:00","null","null"
"fa4acc57-d915-4311-ab05-58de9ce791d1","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","contacto válido","1","2026-04-23T08:36:12.253407+00:00","null","null"
"11d4cbd6-87a8-47b2-bda0-e56a6c607b66","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","contacto válido","1","2026-04-23T08:37:34.413035+00:00","null","null"
"2af73d0a-ba1d-4696-8d16-10697b44aad5","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","oportunidad creada (next posicionado)","1","2026-04-23T08:37:35.068875+00:00","null","null"
"9dadb28f-5e23-498c-a0ea-4728782601da","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","propuesta a analizar (need analysis)","1","2026-04-23T08:37:35.576219+00:00","null","null"
"3d28acc4-54d1-4c9e-b538-05d820e3cb63","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","contacto válido","1","2026-04-23T08:41:01.441631+00:00","null","null"
"22f96e53-e7e2-4655-8d74-319501bec51c","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","oportunidad creada (next posicionado)","1","2026-04-23T08:41:02.175858+00:00","null","null"
"1cc5986f-3985-4f0d-8b97-b70ab944a73a","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","propuesta a analizar (need analysis)","1","2026-04-23T08:41:02.949793+00:00","null","null"
"0cb6d054-ca8a-4cda-b382-268fd7299f1d","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","contacto válido","1","2026-04-23T08:42:06.036159+00:00","null","null"
"5c565cec-7aa1-466b-b0be-e51e535cf8af","e6c93224-dba7-45e9-842d-56db24d54e59","534082b6-6647-4948-b339-130eabfa3177","contacto válido","1","2026-04-23T08:44:38.037482+00:00","null","null"
"d0260e88-da7f-4d2c-aa4b-71cef8ff752c","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","contacto válido","1","2026-04-23T08:46:39.253992+00:00","null","null"
"29a5849c-368f-41f2-b362-bd123ae05344","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","oportunidad creada (next posicionado)","1","2026-04-23T08:46:39.770781+00:00","null","null"
"0aab1c82-a95a-41fb-829d-c353a0806d21","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","propuesta a analizar (need analysis)","1","2026-04-23T08:46:40.403819+00:00","null","null"
"e912963d-c890-4acf-8593-6aa6bd200e2b","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","contacto válido","1","2026-04-23T08:49:29.394446+00:00","null","null"
"3805459b-434a-4b25-9383-8d30bc169b4a","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","oportunidad creada (next posicionado)","1","2026-04-23T08:49:30.543272+00:00","null","null"
"ac2ca985-7b3b-4ecc-9d4e-e1cd9f6bb461","e6c93224-dba7-45e9-842d-56db24d54e59","6ef477f2-f8b7-45f3-82a1-d8ca4a860fbe","propuesta a analizar (need analysis)","1","2026-04-23T08:49:31.73872+00:00","null","null"
"003d2f3f-1e50-4102-847d-8525e6675590","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","contacto válido","1","2026-04-23T08:52:30.834548+00:00","null","null"
"78a6869c-d0aa-47a3-b194-c00034847ced","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","oportunidad creada (next posicionado)","1","2026-04-23T08:52:31.39696+00:00","null","null"
"7557fef5-6501-43e7-83a7-2543ca5be7eb","e6c93224-dba7-45e9-842d-56db24d54e59","9022bc64-81a1-4ffe-9aa4-a225507b31ba","propuesta a analizar (need analysis)","1","2026-04-23T08:52:32.346431+00:00","null","null"
"d3388913-f189-4610-88d7-914b3a337eb6","e6c93224-dba7-45e9-842d-56db24d54e59","534082b6-6647-4948-b339-130eabfa3177","contacto válido","1","2026-04-23T08:53:28.986552+00:00","null","null"
"a9673943-dac0-46a5-bc13-99e9d37510ca","e6c93224-dba7-45e9-842d-56db24d54e59","534082b6-6647-4948-b339-130eabfa3177","contacto válido","1","2026-04-23T08:53:45.663556+00:00","null","null"
"bec451c6-703e-4017-83b1-e520c8adb656","e6c93224-dba7-45e9-842d-56db24d54e59","534082b6-6647-4948-b339-130eabfa3177","oportunidad creada (next posicionado)","1","2026-04-23T08:53:46.909383+00:00","null","null"
"0eb45654-478c-48b7-ba11-591b308213d6","e6c93224-dba7-45e9-842d-56db24d54e59","c1f40ca2-38ce-4c53-9cd8-7cabaa4500a1","contacto válido","1","2026-04-23T08:54:05.551164+00:00","null","null"
"27462066-35e6-4470-8069-56592c1997e0","e6c93224-dba7-45e9-842d-56db24d54e59","534082b6-6647-4948-b339-130eabfa3177","contacto válido","1","2026-04-23T08:54:06.809108+00:00","null","null"
"bdd736bc-563b-47de-989a-9c7561c5670b","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","contacto válido","1","2026-04-23T08:56:07.290209+00:00","null","null"
"cc265496-7a01-4fd1-a1f7-a75d5a80aa61","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","oportunidad creada (next posicionado)","1","2026-04-23T08:56:08.241671+00:00","null","null"
"c854400e-ec30-4f4a-8b97-e2548c4791d1","e6c93224-dba7-45e9-842d-56db24d54e59","92e65664-3249-401c-92c9-aa50575965fe","propuesta a analizar (need analysis)","1","2026-04-23T08:56:09.104811+00:00","null","null"
"4256b090-7113-49a2-8f7c-a82788d2d5c6","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","contacto válido","1","2026-04-23T08:57:21.148625+00:00","null","null"
"0fa7d2f9-891c-45a0-af45-67c9353c2092","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","oportunidad creada (next posicionado)","1","2026-04-23T08:57:21.664482+00:00","null","null"
"49214b96-9dff-4786-9ebf-55bc9bf6e814","e6c93224-dba7-45e9-842d-56db24d54e59","1f9efa12-c350-4bdd-b2a1-3d07e515dfd9","propuesta a analizar (need analysis)","1","2026-04-23T08:57:22.297632+00:00","null","null"
"9d701f86-51da-4848-ab66-62abf03f4364","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","contacto válido","1","2026-04-23T08:58:02.214048+00:00","null","null"
"21d51415-8565-40ff-9ab4-7cac2318f187","e6c93224-dba7-45e9-842d-56db24d54e59","20e876b3-36f3-4c7d-a9b2-6640dc60aa0a","oportunidad creada (next posicionado)","1","2026-04-23T08:58:03.075976+00:00","null","null"
